x, 22, 23, 24, 25, 26, 27, 28
0, 35.967, 35.6975, 36.0083, 35.9982, 35.8703, 36.0396, 36.032
1, 36.4903, 36.702, 36.9191, 36.8706, 36.5972, 36.6129, 36.1771
2, 36.7647, 37.0683, 36.903, 36.5062, 36.9739, 36.8412, 36.3493
3, 35.9175, 36.5385, 36.5955, 36.3705, 36.3704, 35.9899, 36.0712
4, 35.637, 35.7557, 35.816, 35.6626, 35.5596, 35.7124, 35.3638
5, 35.2318, 34.8698, 34.9603, 35.2, 35.05, 34.805, 34.8683
6, 34.4466, 34.3468, 34.4157, 34.6362, 34.4414, 34.1378, 34.1282
