26 (1): {0.009, 0.036, 0.054, 0.063, 0.063, 0.063, 0.072, 0.072, 0.09, 0.099, 0.099, 0.126, 0.144, 0.144, 0.144, 0.153, 0.162, 0.162, 0.162, 0.171, 0.171, 0.171, 0.171, 0.171, 0.18, 0.18, 0.189, 0.207, 0.225, 0.234, 0.234, 0.234, 0.261, 0.261, 0.27, 0.27, 0.279, 0.279, 0.279, 0.279, 0.279, 0.288, 0.288, 0.297, 0.306, 0.315, 0.315, 0.324, 0.333, 0.333, 0.342, 0.342, 0.342, 0.351, 0.351, 0.351, 0.351, 0.36, 0.369, 0.369, 0.378, 0.378, 0.378, 0.387, 0.387, 0.396, 0.405, 0.414, 0.414, 0.414, 0.414, 0.414, 0.423, 0.432, 0.432, 0.432, 0.432, 0.441, 0.441, 0.45, 0.45, 0.45, 0.45, 0.45, 0.459, 0.477, 0.486, 0.486, 0.486, 0.495, 0.495, 0.495, 0.495, 0.504, 0.504, 0.513, 0.522, 0.522, 0.522, 0.54},
28 (2): {0.0045, 0.0135, 0.0225, 0.027, 0.036, 0.0405, 0.045, 0.0495, 0.0675, 0.072, 0.081, 0.081, 0.0945, 0.099, 0.117, 0.1215, 0.126, 0.1305, 0.135, 0.1395, 0.1395, 0.1575, 0.1575, 0.162, 0.171, 0.1755, 0.189, 0.1935, 0.1935, 0.198, 0.198, 0.2025, 0.207, 0.216, 0.216, 0.225, 0.234, 0.2385, 0.2385, 0.2385, 0.2475, 0.2475, 0.252, 0.2565, 0.2655, 0.27, 0.279, 0.288, 0.2925, 0.3015, 0.3015, 0.3105, 0.3105, 0.315, 0.3195, 0.3195, 0.324, 0.333, 0.3375, 0.3375, 0.342, 0.342, 0.351, 0.351, 0.36, 0.3645, 0.3735, 0.378, 0.3915, 0.3915, 0.396, 0.4005, 0.4005, 0.4005, 0.405, 0.414, 0.4185, 0.4275, 0.4275, 0.432, 0.4365, 0.4455, 0.45, 0.459, 0.4635, 0.4635, 0.4725, 0.4815, 0.4815, 0.495, 0.504, 0.5085, 0.5085, 0.513, 0.513, 0.522, 0.522, 0.531, 0.54, 0.54},
29 (15): {0.0036, 0.012, 0.0276, 0.0336, 0.0408, 0.0492, 0.0576, 0.0648, 0.0756, 0.0792, 0.0858, 0.0912, 0.0972, 0.102, 0.1104, 0.1146, 0.1254, 0.1326, 0.1398, 0.1446, 0.1512, 0.1566, 0.1656, 0.1734, 0.1794, 0.1842, 0.189, 0.1932, 0.1986, 0.2076, 0.2136, 0.2184, 0.2232, 0.2268, 0.2328, 0.24, 0.2454, 0.2514, 0.255, 0.2598, 0.2652, 0.2694, 0.2742, 0.279, 0.2844, 0.2898, 0.2922, 0.2946, 0.3012, 0.3036, 0.3066, 0.312, 0.3168, 0.321, 0.3264, 0.33, 0.3366, 0.3426, 0.3474, 0.3516, 0.3582, 0.3654, 0.369, 0.3726, 0.3762, 0.3768, 0.381, 0.3876, 0.3924, 0.3966, 0.402, 0.4104, 0.4164, 0.4194, 0.426, 0.429, 0.4326, 0.4404, 0.4464, 0.4488, 0.4524, 0.4584, 0.4626, 0.4656, 0.474, 0.4764, 0.4806, 0.486, 0.4902, 0.4938, 0.4956, 0.5004, 0.5058, 0.5118, 0.5184, 0.5202, 0.525, 0.5298, 0.5346, 0.5376},
30 (48): {0.003375, 0.0118125, 0.0200625, 0.02625, 0.0358125, 0.0425625, 0.051375, 0.058125, 0.0639375, 0.0703125, 0.078375, 0.0868125, 0.0913125, 0.09825, 0.105188, 0.112312, 0.119625, 0.126562, 0.132937, 0.139687, 0.147375, 0.153187, 0.159187, 0.165375, 0.17175, 0.178125, 0.183, 0.189562, 0.195, 0.20175, 0.206812, 0.212625, 0.218625, 0.2235, 0.230625, 0.237, 0.239437, 0.245438, 0.251062, 0.2565, 0.260437, 0.265687, 0.269625, 0.27375, 0.27825, 0.283875, 0.288187, 0.293063, 0.297375, 0.304125, 0.308063, 0.312562, 0.317625, 0.322125, 0.328125, 0.3315, 0.334875, 0.339938, 0.345375, 0.350813, 0.355875, 0.360937, 0.36525, 0.370875, 0.375188, 0.378562, 0.382875, 0.38625, 0.39225, 0.3975, 0.401812, 0.406687, 0.411, 0.415125, 0.420938, 0.425625, 0.42975, 0.4335, 0.438937, 0.442687, 0.44775, 0.451313, 0.456, 0.4605, 0.46575, 0.469688, 0.475313, 0.479438, 0.484312, 0.488437, 0.4935, 0.498938, 0.504188, 0.509625, 0.516938, 0.522, 0.526125, 0.53175, 0.535312, 0.538312},
31 (183): {0.00462295, 0.0115082, 0.019918, 0.0275902, 0.0355082, 0.0435738, 0.0501639, 0.0567541, 0.0626066, 0.0689016, 0.0764754, 0.0827213, 0.0898033, 0.0964426, 0.102885, 0.109721, 0.116016, 0.122852, 0.129295, 0.136328, 0.142328, 0.149016, 0.15482, 0.161262, 0.167705, 0.172721, 0.179459, 0.184426, 0.19018, 0.196377, 0.201689, 0.207492, 0.214033, 0.219393, 0.224557, 0.22977, 0.235623, 0.24123, 0.246295, 0.251607, 0.256475, 0.261197, 0.267, 0.272164, 0.27777, 0.282639, 0.287508, 0.292082, 0.297295, 0.302459, 0.306738, 0.310672, 0.315689, 0.32041, 0.325672, 0.330098, 0.334918, 0.339787, 0.344016, 0.34859, 0.353311, 0.358525, 0.363, 0.368066, 0.372934, 0.377311, 0.381787, 0.38582, 0.390197, 0.396049, 0.40082, 0.405148, 0.40923, 0.413754, 0.419016, 0.423787, 0.429148, 0.433918, 0.438541, 0.443705, 0.449164, 0.454082, 0.458361, 0.463279, 0.468639, 0.474492, 0.47759, 0.482262, 0.486246, 0.491164, 0.496426, 0.500557, 0.505131, 0.510246, 0.514869, 0.519787, 0.524754, 0.530066, 0.534541, 0.538082},
32 (658): {0.00436322, 0.0114483, 0.018848, 0.0263708, 0.0339757, 0.0415122, 0.0487751, 0.0562158, 0.0630821, 0.0702766, 0.0765957, 0.0835304, 0.0905061, 0.0974271, 0.104293, 0.110667, 0.11752, 0.123812, 0.129748, 0.135561, 0.141825, 0.147775, 0.153957, 0.16029, 0.166062, 0.171875, 0.177292, 0.182653, 0.188439, 0.19391, 0.199464, 0.205331, 0.210775, 0.215918, 0.22195, 0.227503, 0.233002, 0.23824, 0.243547, 0.248813, 0.2536, 0.259153, 0.263736, 0.268578, 0.273638, 0.278685, 0.283582, 0.288492, 0.293293, 0.298053, 0.303059, 0.308134, 0.313017, 0.317872, 0.322783, 0.327802, 0.33248, 0.337213, 0.341986, 0.346733, 0.351479, 0.355938, 0.360602, 0.365827, 0.370559, 0.375757, 0.380366, 0.385071, 0.390214, 0.395111, 0.399939, 0.404767, 0.409459, 0.414301, 0.419033, 0.424012, 0.428608, 0.433381, 0.437745, 0.442792, 0.447483, 0.452489, 0.45714, 0.461749, 0.467043, 0.471679, 0.47659, 0.481924, 0.486602, 0.491567, 0.496436, 0.501141, 0.505792, 0.510606, 0.515284, 0.520345, 0.524968, 0.530029, 0.534543, 0.538003},
33 (1943): {0.00396037, 0.0106861, 0.0178703, 0.0250546, 0.0321415, 0.0390015, 0.0462043, 0.0532728, 0.060142, 0.0669696, 0.0738482, 0.0805275, 0.0871467, 0.0936593, 0.100047, 0.106532, 0.113035, 0.119552, 0.125884, 0.131929, 0.138117, 0.14413, 0.150124, 0.155983, 0.162107, 0.167878, 0.173663, 0.179412, 0.185364, 0.190918, 0.196722, 0.202248, 0.207889, 0.213364, 0.218751, 0.22405, 0.229419, 0.23475, 0.2401, 0.245228, 0.250249, 0.255307, 0.260477, 0.265646, 0.271019, 0.27598, 0.281121, 0.286133, 0.291131, 0.296074, 0.301011, 0.305773, 0.310646, 0.315607, 0.32048, 0.325478, 0.330457, 0.335511, 0.34037, 0.345363, 0.350115, 0.354872, 0.359755, 0.364785, 0.369584, 0.374447, 0.37907, 0.384147, 0.388922, 0.393994, 0.398835, 0.403485, 0.408567, 0.413541, 0.418252, 0.423236, 0.428285, 0.432926, 0.437878, 0.442783, 0.447619, 0.45271, 0.457643, 0.462205, 0.467138, 0.472104, 0.476898, 0.481525, 0.486505, 0.491373, 0.496246, 0.500822, 0.506015, 0.510823, 0.515687, 0.520522, 0.525298, 0.530365, 0.534993, 0.538309},
34 (5914): {0.00357626, 0.00986135, 0.0169439, 0.0240401, 0.0309567, 0.0380362, 0.0447915, 0.0514723, 0.0583493, 0.0651488, 0.0718387, 0.0783992, 0.0850191, 0.0915553, 0.0979971, 0.104235, 0.11056, 0.116796, 0.123107, 0.129083, 0.135443, 0.141306, 0.147296, 0.153193, 0.159236, 0.16508, 0.170833, 0.176587, 0.18215, 0.187862, 0.19343, 0.199082, 0.204705, 0.210181, 0.215738, 0.221176, 0.226444, 0.231841, 0.237219, 0.242578, 0.24775, 0.252985, 0.258229, 0.263398, 0.268477, 0.273604, 0.278592, 0.283635, 0.288557, 0.293541, 0.298356, 0.30325, 0.308245, 0.313131, 0.318034, 0.322933, 0.327879, 0.332688, 0.337608, 0.342478, 0.347422, 0.352385, 0.357317, 0.362159, 0.367061, 0.371972, 0.376895, 0.381801, 0.386595, 0.391675, 0.396594, 0.401472, 0.406469, 0.411363, 0.416284, 0.421283, 0.426176, 0.431136, 0.436074, 0.440967, 0.44596, 0.450998, 0.455818, 0.460873, 0.465856, 0.470783, 0.475716, 0.480598, 0.485668, 0.49054, 0.495443, 0.500281, 0.505173, 0.510112, 0.514986, 0.519973, 0.524887, 0.529818, 0.534634, 0.538324},
35 (16010): {0.00350781, 0.00976508, 0.0166655, 0.0235675, 0.0303622, 0.0372322, 0.0439713, 0.0507131, 0.0574083, 0.0640079, 0.0705137, 0.0768924, 0.0833835, 0.0897279, 0.096101, 0.102405, 0.108658, 0.114787, 0.120991, 0.126974, 0.132919, 0.138961, 0.144872, 0.150785, 0.156624, 0.162404, 0.168179, 0.173868, 0.179531, 0.185172, 0.190704, 0.196268, 0.201814, 0.207276, 0.212811, 0.218254, 0.223683, 0.229009, 0.234447, 0.23975, 0.245093, 0.250251, 0.25545, 0.260649, 0.26582, 0.270988, 0.276119, 0.281198, 0.286145, 0.291046, 0.296061, 0.301103, 0.306135, 0.311029, 0.316021, 0.320906, 0.325899, 0.330868, 0.335877, 0.340825, 0.34581, 0.350727, 0.355729, 0.36071, 0.365708, 0.370638, 0.375615, 0.380674, 0.385619, 0.390579, 0.395521, 0.400543, 0.405464, 0.410408, 0.415417, 0.420371, 0.425385, 0.430294, 0.435382, 0.440314, 0.445221, 0.450147, 0.455213, 0.460126, 0.465126, 0.469992, 0.47495, 0.479918, 0.484935, 0.489895, 0.494844, 0.499776, 0.504791, 0.509738, 0.514692, 0.519641, 0.524595, 0.529668, 0.534452, 0.538205},
36 (40425): {0.00329722, 0.00915295, 0.0158373, 0.0226105, 0.0293072, 0.035919, 0.0424457, 0.0489829, 0.0554053, 0.0618708, 0.068239, 0.0745792, 0.0808831, 0.0871915, 0.0933856, 0.0995711, 0.105722, 0.111792, 0.117892, 0.123917, 0.129873, 0.135806, 0.14175, 0.147644, 0.153498, 0.1593, 0.165057, 0.170732, 0.176377, 0.181974, 0.187576, 0.193135, 0.198678, 0.2042, 0.209664, 0.215093, 0.220491, 0.225883, 0.231243, 0.236547, 0.24185, 0.247108, 0.252338, 0.257553, 0.262726, 0.267867, 0.272976, 0.27808, 0.283187, 0.288182, 0.293249, 0.298279, 0.303283, 0.308315, 0.313338, 0.318365, 0.323423, 0.328428, 0.33346, 0.338542, 0.343582, 0.348594, 0.353609, 0.358616, 0.363633, 0.368656, 0.373666, 0.378655, 0.383627, 0.388618, 0.393627, 0.398673, 0.403705, 0.4087, 0.413768, 0.418812, 0.423827, 0.428879, 0.433938, 0.438968, 0.443991, 0.449, 0.45398, 0.459032, 0.464071, 0.469077, 0.474111, 0.479129, 0.484124, 0.489169, 0.494169, 0.499212, 0.504242, 0.509283, 0.514323, 0.51938, 0.524427, 0.529447, 0.534336, 0.538203},
