0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100
10, 0, 0, 0, 0, 1.16888, 3.32199, 6.40348, 10.0912, 13.7618, 17.2219, 20.4995, 22.2379, 24.7361, 26.2465, 27.646, 28.8517, 29.6681, 30.5208, 30.6833, 31.7497, 31.4494, 31.6096, 31.4678, 31.4849, 31.2561, 31.0289, 31.4219, 31.3634, 31.0247, 31.527, 30.6613, 29.9443, 30.7961, 30.2616, 30.0853, 29.4569, 29.2679, 29.705, 29.1803, 28.5655, 27.9061, 27.5951, 27.733, 26.8273, 27.6385, 26.6891, 26.0455, 25.8677, 25.6985, 25.5262, 25.1422, 24.8764, 23.9761, 23.2451, 23.9206, 22.7165, 23.0519, 22.0464, 21.7257, 21.5577, 20.7258, 21.1664, 20.5936, 20.0527, 19.7445, 19.198, 19.2031, 18.8217, 18.8363, 17.7525, 17.5335, 17.2758, 17.5289, 16.7783, 16.8179, 16.6713, 16.2859, 16.2642, 15.3136, 15.496, 14.96, 14.2669, 14.9093, 14.4215, 14.2935, 14.1445, 14.0933, 14.1483, 13.9423, 13.7278, 14.5359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11, 0, 0, 0, 0, 0.957901, 3.33272, 6.4189, 9.72695, 13.8222, 16.8227, 19.8305, 22.1072, 24.6357, 26.1555, 27.4157, 28.4933, 29.4012, 29.656, 30.2508, 30.2692, 30.485, 30.5562, 31.1401, 30.615, 30.6244, 30.454, 30.7214, 30.4215, 30.2608, 30.158, 30.0291, 30.7078, 29.4497, 29.6721, 29.293, 28.7675, 28.1125, 28.4839, 28.7219, 27.6137, 28.2238, 27.0371, 27.4032, 26.1925, 26.2852, 26.6297, 25.8045, 25.0594, 24.8001, 24.385, 24.8496, 23.5155, 23.9673, 23.4785, 22.943, 22.5469, 22.0896, 22.0976, 21.7299, 20.9398, 20.824, 20.3734, 20.2494, 19.7849, 19.3692, 19.1405, 18.428, 18.2347, 17.6641, 17.2666, 17.0684, 17.1981, 16.5276, 16.5948, 16.1658, 15.9332, 15.3787, 15.2856, 15.3604, 14.8437, 14.5735, 14.4973, 14.717, 14.2741, 13.938, 14.0255, 13.6539, 13.7454, 13.6543, 13.5121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
12, 0, 0, 0, 0, 0.858559, 2.95003, 6.08198, 9.54872, 13.3, 16.4546, 19.0005, 22.0078, 23.8802, 25.5196, 26.5495, 26.8007, 27.9165, 28.7167, 29.4066, 29.3773, 29.7392, 30.1877, 30.0241, 29.9687, 29.9232, 30.0889, 30.2277, 29.7755, 30.0752, 29.2679, 29.3313, 29.1051, 28.7096, 29.2742, 28.9032, 28.0978, 28.1178, 27.7063, 27.5416, 27.7121, 26.7124, 27.0024, 26.4305, 26.0545, 25.3317, 25.1859, 25.1353, 24.7577, 24.3751, 24.1545, 23.7691, 23.284, 23.3422, 22.8567, 22.5126, 22.0816, 21.7276, 21.2824, 21.2758, 20.4387, 20.1845, 20.1353, 19.5072, 18.9114, 18.5244, 18.3997, 18.4458, 17.9998, 17.5455, 17.3099, 16.9738, 16.5193, 16.1245, 16.3241, 15.4044, 15.6509, 15.2229, 14.8596, 14.9714, 14.4535, 14.4288, 14.0196, 13.975, 14.3162, 14.0265, 13.6709, 13.7721, 13.7597, 13.8383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13, 0, 0, 0, 0, 0.817062, 3.15061, 5.85739, 9.55086, 12.7049, 15.81, 19.1386, 21.506, 23.3186, 24.7513, 25.7398, 26.8555, 27.8582, 27.9892, 28.3913, 29.0225, 29.4694, 28.9443, 29.4589, 29.4239, 29.8635, 29.2403, 29.304, 29.1315, 29.4709, 28.6238, 28.4669, 28.6764, 28.3704, 28.2796, 27.8637, 27.7436, 27.6183, 27.0682, 26.4416, 26.8525, 26.3814, 26.3188, 25.3753, 25.134, 25.2965, 24.7334, 24.6387, 24.4321, 23.7942, 23.5887, 22.9647, 22.1838, 22.7473, 21.8718, 21.7629, 21.8818, 20.8699, 20.9878, 20.3569, 20.3762, 19.8962, 18.9504, 19.333, 18.4792, 18.363, 18.0455, 17.2394, 17.3945, 17.291, 16.9887, 16.4663, 16.1052, 16.0354, 16.2201, 15.414, 15.0117, 15.0531, 14.6567, 14.462, 14.4284, 13.9127, 13.8795, 13.7564, 13.6379, 13.3183, 13.7926, 13.6581, 13.5085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
14, 0, 0, 0, 0, 0.940075, 3.02248, 5.90063, 9.36889, 12.3958, 15.7354, 18.5432, 20.7632, 22.4307, 24.3095, 24.9873, 26.9597, 26.8409, 27.8729, 28.1682, 28.3223, 28.7342, 28.643, 29.4381, 28.6235, 28.6645, 28.5564, 28.8718, 28.4514, 28.5688, 28.3811, 27.7573, 28.3887, 27.6245, 27.3247, 27.2511, 27.0858, 27.0078, 26.2269, 26.464, 26.2118, 25.7526, 26.0409, 25.4242, 24.4778, 24.3184, 23.5568, 24.0864, 23.6428, 23.4595, 22.8906, 22.4566, 21.9813, 22.0245, 21.3626, 20.6405, 20.9663, 20.6328, 20.0079, 19.9087, 19.9912, 19.1314, 18.5814, 18.4056, 18.3428, 17.8211, 18.1765, 16.9249, 17.2906, 16.8699, 16.2508, 15.91, 16.0637, 15.5488, 15.6061, 15.2429, 14.8065, 14.5493, 14.1774, 14.0915, 14.1866, 14.1539, 13.8075, 14.0346, 13.8288, 13.9229, 13.9496, 13.4422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
15, 0, 0, 0, 0, 0.897186, 2.88202, 6.01316, 9.27682, 12.1105, 15.2656, 18.3096, 20.3863, 22.7958, 23.5917, 24.6043, 26.2092, 26.9075, 26.8518, 27.7569, 27.227, 27.71, 28.3359, 28.5697, 28.1745, 28.4024, 28.3428, 27.7788, 28.1033, 27.6752, 27.5897, 27.1315, 27.4203, 26.9641, 27.0112, 26.0537, 26.6324, 26.5498, 26.2916, 25.7836, 25.161, 25.6953, 24.8034, 24.7873, 24.1783, 23.9617, 23.874, 23.0552, 23.2494, 22.4279, 22.3206, 22.062, 22.1965, 21.3829, 20.8502, 21.0434, 20.1344, 20.4153, 19.6468, 19.227, 18.9168, 18.4375, 18.2522, 18.0004, 17.8503, 17.7118, 17.1566, 16.2339, 16.5165, 16.2929, 16.163, 15.3487, 16.1524, 15.3091, 14.5108, 14.7694, 14.4297, 14.7209, 14.0445, 14.4142, 13.5097, 13.5641, 13.4229, 13.764, 13.1214, 13.6649, 13.6511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
16, 0, 0, 0, 0, 0.833925, 2.7947, 5.87885, 8.74984, 12.1872, 15.0306, 17.6099, 20.0247, 21.5226, 23.3922, 24.1813, 25.6289, 26.0598, 26.6457, 26.9354, 27.2363, 27.8042, 27.1771, 27.5449, 27.4118, 27.394, 27.3284, 27.4665, 27.1283, 27.0628, 27.385, 27.2274, 26.6607, 26.2576, 26.1697, 26.0806, 25.9686, 25.4668, 24.9106, 25.1564, 25.0744, 24.8314, 24.3869, 24.3722, 23.4593, 23.116, 23.295, 23.3585, 22.6635, 22.6824, 21.9426, 21.7714, 21.2541, 20.6152, 20.5816, 20.2428, 19.6179, 19.6298, 19.3051, 18.7556, 18.3663, 18.6211, 18.4472, 17.9183, 17.4525, 17.0901, 16.7831, 16.748, 16.1682, 16.5072, 15.7797, 15.4878, 15.4851, 15.1578, 14.8231, 15.0934, 14.1969, 13.9031, 13.7441, 13.6996, 14.012, 13.6627, 13.4678, 13.4157, 13.6221, 13.3369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
17, 0, 0, 0, 0, 0.939276, 2.87228, 5.49233, 8.81814, 11.8667, 14.6264, 17.2806, 19.6124, 21.4716, 22.321, 24.4693, 24.7201, 25.706, 26.1154, 26.7892, 26.5606, 26.6277, 27.0495, 26.907, 26.8869, 27.2908, 27.248, 26.9123, 27.0133, 26.8192, 26.346, 26.3303, 26.1333, 26.3399, 25.6146, 25.6053, 25.0065, 25.3008, 24.8202, 24.2338, 24.1205, 24.0327, 23.7819, 23.2618, 22.9866, 22.9808, 23.0167, 22.1167, 21.8345, 21.3836, 21.6168, 21.5078, 20.9319, 19.9181, 19.808, 19.8638, 19.8187, 19.4146, 18.7907, 18.5514, 18.2072, 17.7876, 17.8611, 17.2544, 16.901, 16.6964, 16.2555, 15.9721, 16.108, 15.2668, 15.3343, 15.0838, 14.4629, 14.3792, 14.5823, 14.1739, 14.1706, 13.7862, 13.8906, 13.7339, 13.0411, 13.224, 13.3744, 13.3957, 13.3168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
18, 0, 0, 0, 0, 0.938518, 2.89846, 5.49814, 8.57506, 11.5263, 14.5815, 17.0282, 19.3508, 20.6795, 22.3173, 23.6153, 24.0467, 25.2725, 25.3043, 25.9969, 25.9705, 26.5105, 26.582, 26.187, 26.5162, 26.4381, 25.9794, 26.2029, 25.9482, 25.4218, 26.0791, 25.6025, 26.0275, 25.0773, 25.281, 24.8179, 24.7289, 24.4757, 24.2093, 24.0366, 23.8081, 23.1898, 23.1701, 23.1056, 22.5383, 22.5038, 22.1916, 21.4736, 21.2962, 21.2145, 20.9669, 20.4486, 20.7319, 19.5131, 19.6152, 19.5641, 18.4713, 18.8618, 18.8406, 18.1734, 17.7665, 17.6863, 17.1146, 17.2896, 16.3918, 15.9187, 16.3807, 15.4905, 15.7588, 15.189, 15.1987, 14.8211, 14.6466, 14.4851, 14.309, 13.8985, 13.4843, 13.4107, 13.6342, 13.3697, 13.5585, 13.4571, 13.3431, 13.1839, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
19, 0, 0, 0, 0, 0.820496, 2.75141, 5.20938, 8.76054, 11.4401, 14.0425, 16.7788, 19.1007, 20.5025, 21.9859, 22.8425, 23.7826, 24.4, 24.9466, 25.3245, 25.863, 26.0208, 25.681, 26.3263, 25.601, 25.8063, 25.8453, 25.5247, 25.9734, 25.4203, 25.4472, 25.1089, 25.2205, 24.8835, 24.8638, 23.8014, 24.2883, 23.793, 23.2734, 24.1399, 23.522, 23.2061, 22.8758, 22.6018, 21.9229, 21.9499, 21.6988, 21.1655, 21.2327, 20.8097, 20.6149, 20.3219, 19.6897, 19.6922, 19.0944, 19.0593, 18.8028, 17.879, 17.675, 17.8339, 17.5583, 16.6458, 16.7891, 16.4695, 15.8041, 15.649, 15.5062, 15.452, 15.5558, 15.1119, 14.4241, 14.4561, 14.046, 14.1442, 13.6995, 13.811, 13.3893, 13.5513, 13.2556, 13.183, 13.0156, 13.2435, 13.2539, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
